Season,playerId,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,GDP,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
2023,18401,Ronald Acuna Jr.,ATL,93,124,78,24,18,1,1,4,4,11,45,23,1,0,1,0.307692307,0.362903225,0.18548387,1.956521739,0.564516129,0.5,1.064516129,0.192307693,0.392156862,31.119017981616636,16.010339670507097,0.47384113169485526,201.37699267089465,4.5,0.2,0.654545454,0.145454545,0,0.5,0.027777777,0.36363636,0.38181818,0.25454545,0.07272727,0.43636364,0.49090909
2023,15986,Willy Adames,MIL,80,107,63,7,3,2,0,2,2,7,43,31,1,0,1,0.111111111,0.401869158,0.289719626,1.387096774,0.476635514,0.238095238,0.714730752,0.126984127,0.166666666,17.79368087723746,4.756353624909065,0.3718986422102028,134.2209730490097,1.071428571,0.09375,0.46875,0.4375,0.214285714,0.142857142,0.066666666,0.46875,0.28125,0.25,0.21875,0.40625,0.375
2023,10028,Christian Bethancourt,TBR,28,34,25,2,0,1,0,1,1,2,9,12,0,0,0,0.08,0.264705882,0.352941176,0.75,0.323529411,0.24,0.563529411,0.16,0.083333333,3.0516219434104705,-1.091080174,0.2797348341521095,79.51395163524462,0.428571428,0.23076923,0.23076923,0.538461538,0.142857142,0.142857142,0,0.53846154,0.38461538,0.07692308,0.15384615,0.46153846,0.38461538
2023,12856,George Springer,TOR,70,93,62,6,3,1,0,2,2,5,30,25,0,1,1,0.096774193,0.322580645,0.268817204,1.2,0.387096774,0.209677419,0.596774193,0.112903226,0.111111111,10.640365315487774,-0.691143418,0.30942634228737126,96.91309921,1.133333333,0.157894736,0.447368421,0.394736842,0.266666666,0.133333333,0.117647058,0.52631579,0.31578947,0.15789474,0.28947368,0.39473684,0.31578947
2023,16478,Kyle Schwarber,PHI,113,150,89,12,6,1,0,5,5,13,60,46,1,0,1,0.13483146,0.4,0.306666666,1.304347826,0.486666666,0.314606741,0.801273407,0.179775281,0.184210526,27.647574759538937,9.370947770293522,0.39359758893648783,148.46731883059653,1.058823529,0.186046511,0.418604651,0.395348837,0.176470588,0.294117647,0,0.46511628,0.44186047,0.09302326,0.18604651,0.39534884,0.41860465
2023,19896,Connor Wong,BOS,47,50,33,5,3,1,0,1,1,3,17,21,0,0,0,0.151515151,0.34,0.42,0.809523809,0.44,0.272727272,0.712727272,0.121212121,0.363636363,7.5929991960584875,1.5007901996433495,0.35451632618904116,120.58562178095107,0.8,0.25,0.333333333,0.416666666,0.2,0.2,0.25,0.33333333,0.16666667,0.5,0.16666667,0.58333333,0.25
2023,25111,David Hensley,HOU,15,21,14,2,2,0,0,0,0,1,7,7,0,0,0,0.142857142,0.333333333,0.333333333,1,0.428571428,0.142857142,0.57142857,0,0.285714285,2.5176378920597537,-0.041089886,0.3160187034379868,100.9397247545359,5,0.285714285,0.714285714,0,0,0,0.2,0.57142857,0.14285714,0.28571429,0,0.71428571,0.28571429
2023,14111,Eric Haase,DET,27,30,22,4,3,0,1,0,0,1,8,6,0,0,2,0.181818181,0.266666666,0.2,1.333333333,0.4,0.272727272,0.672727272,0.090909091,0.25,3.8483820165965406,0.1930566187474576,0.3261232574780782,106.79940082071965,0.666666666,0.0625,0.375,0.5625,0.111111111,0,0,0.4375,0.375,0.1875,0.25,0.4375,0.3125
2023,21454,Lars Nootbaar,STL,69,99,59,17,10,5,1,1,1,8,39,20,0,1,0,0.288135593,0.393939393,0.202020202,1.95,0.565656565,0.457627118,1.023283683,0.169491525,0.41025641,23.887514222453394,11.824940409551422,0.4621954451907765,197.3185541295284,1.1875,0.125,0.475,0.4,0.1875,0.0625,0.052631578,0.275,0.55,0.175,0.15,0.45,0.4
2023,19339,Nicky Lopez,KCR,22,23,15,4,1,2,1,0,0,0,8,4,0,0,0,0.266666666,0.347826086,0.173913043,2,0.52173913,0.533333333,1.055072463,0.266666667,0.363636363,5.446355089772917,2.6439389514219527,0.45678912556689716,193.47463451030544,0.333333333,0.272727272,0.181818181,0.545454545,0,0,0,0.27272727,0.27272727,0.45454545,0.09090909,0.72727273,0.18181818
2023,15679,Rowdy Tellez,MIL,52,73,52,12,9,2,0,1,1,8,20,23,0,1,1,0.23076923,0.273972602,0.315068493,0.869565217,0.438356164,0.326923076,0.76527924,0.096153846,0.379310344,11.478452580073377,2.583827445307275,0.3609932203815408,126.91015083523959,1.111111111,0.366666666,0.333333333,0.3,0.111111111,0.111111111,0,0.3,0.56666667,0.13333333,0.06666667,0.53333333,0.4
2023,13510,Jose Ramirez,CLE,78,96,69,14,4,5,1,4,4,9,27,19,0,0,0,0.20289855,0.28125,0.197916666,1.421052631,0.427083333,0.478260869,0.905344202,0.275362319,0.217391304,17.975338122852506,6.278296849735442,0.39712067507207394,158.40757501514625,0.518518518,0.18,0.28,0.54,0.074074074,0.148148148,0,0.5,0.34,0.16,0.16,0.48,0.36
